74,0.950996,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=81292 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
75,0.955949,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=82700 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
76,0.958884,74.125.109.9,172.16.58.158,TCP,566,443  >  50300 [ACK] Seq=84108 Ack=2046 Win=69632 Len=512 [TCP segment of a reassembled PDU]
77,0.95929,74.125.109.9,172.16.58.158,TCP,566,[TCP Previous segment not captured] 443  >  50300 [ACK] Seq=86028 Ack=2046 Win=69632 Len=512 [TCP segment of a reassembled PDU]
78,0.965621,74.125.109.9,172.16.58.158,TCP,1462,[TCP Retransmission] 443  >  50300 [ACK] Seq=84620 Ack=2046 Win=69632 Len=1408
79,0.975096,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=86540 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
80,0.97547,74.125.109.9,172.16.58.158,TCP,1078,443  >  50300 [ACK] Seq=87948 Ack=2046 Win=69632 Len=1024 [TCP segment of a reassembled PDU] [TCP segment of a reassembled PDU]
81,0.98251,74.125.109.9,172.16.58.158,TCP,822,443  >  50300 [ACK] Seq=88972 Ack=2046 Win=69632 Len=768 [TCP segment of a reassembled PDU]
82,0.985858,74.125.109.9,172.16.58.158,TCP,566,[TCP Previous segment not captured] 443  >  50300 [ACK] Seq=91148 Ack=2046 Win=69632 Len=512 [TCP segment of a reassembled PDU]
83,0.989619,74.125.109.9,172.16.58.158,TCP,1462,[TCP Retransmission] 443  >  50300 [ACK] Seq=89740 Ack=2046 Win=69632 Len=1408
84,1.001897,74.125.109.9,172.16.58.158,TCP,1078,[TCP Previous segment not captured] 443  >  50300 [ACK] Seq=93068 Ack=2046 Win=69632 Len=1024 [TCP segment of a reassembled PDU]
85,1.002377,74.125.109.9,172.16.58.158,TCP,1462,[TCP Out-Of-Order] 443  >  50300 [ACK] Seq=91660 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
86,1.005584,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=94092 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
87,1.014056,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=95500 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
88,1.018571,74.125.109.9,172.16.58.158,TCP,1334,"443  >  50300 [PSH, ACK] Seq=96908 Ack=2046 Win=69632 Len=1280 [TCP segment of a reassembled PDU]"
89,1.028303,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=98188 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
90,1.029063,74.125.109.9,172.16.58.158,TCP,566,443  >  50300 [ACK] Seq=99596 Ack=2046 Win=69632 Len=512 [TCP segment of a reassembled PDU]
91,1.029255,74.125.109.9,172.16.58.158,TCP,566,[TCP Previous segment not captured] 443  >  50300 [ACK] Seq=101516 Ack=2046 Win=69632 Len=512 [TCP segment of a reassembled PDU]
92,1.040438,74.125.109.9,172.16.58.158,TCP,1462,[TCP Retransmission] 443  >  50300 [ACK] Seq=100108 Ack=2046 Win=69632 Len=1408
93,1.04173,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=102028 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
94,1.04259,74.125.109.9,172.16.58.158,TCP,566,443  >  50300 [ACK] Seq=103436 Ack=2046 Win=69632 Len=512 [TCP segment of a reassembled PDU]
95,1.043974,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=103948 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU] [TCP segment of a reassembled PDU]
96,1.050379,74.125.109.9,172.16.58.158,TCP,1078,443  >  50300 [ACK] Seq=105356 Ack=2046 Win=69632 Len=1024 [TCP segment of a reassembled PDU]
97,1.064729,74.125.109.9,172.16.58.158,TCP,310,443  >  50300 [ACK] Seq=106380 Ack=2046 Win=69632 Len=256 [TCP segment of a reassembled PDU]
98,1.064991,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=106636 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
99,1.067635,74.125.109.9,172.16.58.158,TCP,1078,443  >  50300 [ACK] Seq=108044 Ack=2046 Win=69632 Len=1024 [TCP segment of a reassembled PDU]
100,1.072646,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=109068 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
101,1.078713,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=110476 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
102,1.080923,74.125.109.9,172.16.58.158,TCP,1078,443  >  50300 [ACK] Seq=111884 Ack=2046 Win=69632 Len=1024 [TCP segment of a reassembled PDU]
103,1.084324,74.125.109.9,172.16.58.158,TCP,822,"[TCP Previous segment not captured] 443  >  50300 [PSH, ACK] Seq=114316 Ack=2046 Win=69632 Len=768 [TCP segment of a reassembled PDU]"
104,1.087132,74.125.109.9,172.16.58.158,TCP,1462,[TCP Out-Of-Order] 443  >  50300 [ACK] Seq=112908 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
105,1.142634,74.125.109.9,172.16.58.158,TCP,1078,[TCP Previous segment not captured] 443  >  50300 [ACK] Seq=116492 Ack=2046 Win=69632 Len=1024 [TCP segment of a reassembled PDU]
106,1.142893,74.125.109.9,172.16.58.158,TCP,1462,[TCP Out-Of-Order] 443  >  50300 [ACK] Seq=115084 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
107,1.143823,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=117516 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
108,1.144352,74.125.109.9,172.16.58.158,TCP,566,443  >  50300 [ACK] Seq=118924 Ack=2046 Win=69632 Len=512 [TCP segment of a reassembled PDU]
109,1.144774,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=119436 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
110,1.145653,74.125.109.9,172.16.58.158,TLSv1.2,1462,Application Data [TCP segment of a reassembled PDU]
111,1.146359,74.125.109.9,172.16.58.158,TCP,1334,443  >  50300 [ACK] Seq=122252 Ack=2046 Win=69632 Len=1280 [TCP segment of a reassembled PDU]
112,1.151013,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=123532 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
113,1.152324,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=124940 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
114,1.170972,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=126348 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
115,1.179629,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=127756 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
116,1.186205,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=129164 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
117,1.190021,74.125.109.9,172.16.58.158,TCP,1462,"443  >  50300 [PSH, ACK] Seq=130572 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]"
118,1.194615,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=131980 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
119,1.199617,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=133388 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
120,1.201201,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=134796 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
121,1.206787,74.125.109.9,172.16.58.158,TLSv1.2,1462,Application Data [TCP segment of a reassembled PDU]
122,1.209464,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=137612 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
123,1.210412,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=139020 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
124,1.218764,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=140428 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
125,1.219373,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=141836 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
126,1.228526,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=143244 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
127,1.23495,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=144652 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
128,1.238502,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=146060 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
129,1.238991,74.125.109.9,172.16.58.158,TCP,1462,"443  >  50300 [PSH, ACK] Seq=147468 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]"
130,1.251984,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=148876 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
131,1.252549,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=150284 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
132,1.262992,74.125.109.9,172.16.58.158,TCP,566,[TCP Previous segment not captured] 443  >  50300 [ACK] Seq=153100 Ack=2046 Win=69632 Len=512 [TCP segment of a reassembled PDU]
133,1.26536,74.125.109.9,172.16.58.158,TCP,1462,[TCP Out-Of-Order] 443  >  50300 [ACK] Seq=151692 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
134,1.268321,74.125.109.9,172.16.58.158,TLSv1.2,1462,Application Data [TCP segment of a reassembled PDU]
135,1.275709,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=155020 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
136,1.277553,74.125.109.9,172.16.58.158,TCP,950,443  >  50300 [ACK] Seq=156428 Ack=2046 Win=69632 Len=896 [TCP segment of a reassembled PDU]
137,1.283402,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=157324 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
138,1.28974,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=158732 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
139,1.297004,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=160140 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
140,1.302061,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=161548 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
141,1.308545,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=162956 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
142,1.312328,74.125.109.9,172.16.58.158,TCP,1462,"443  >  50300 [PSH, ACK] Seq=164364 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]"
143,1.321773,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=165772 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
144,1.331904,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=167180 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
145,1.335389,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=168588 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
146,1.345567,74.125.109.9,172.16.58.158,TLSv1.2,1462,Application Data [TCP segment of a reassembled PDU]
147,1.347087,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=171404 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
148,1.348562,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=172812 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
149,1.35048,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=174220 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
150,1.357139,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=175628 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
151,1.358658,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=177036 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
152,1.360954,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=178444 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
153,1.363046,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=179852 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
154,1.364246,74.125.109.9,172.16.58.158,TCP,1462,"443  >  50300 [PSH, ACK] Seq=181260 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]"
155,1.377165,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=182668 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
156,1.379271,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=184076 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
157,1.384566,74.125.109.9,172.16.58.158,TLSv1.2,1462,Application Data [TCP segment of a reassembled PDU]
158,1.403952,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=186892 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
159,1.408836,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=188300 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
160,1.41191,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=189708 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
161,1.414743,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=191116 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
162,1.415438,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=192524 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
163,1.418843,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=193932 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
164,1.427241,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=195340 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
165,1.431354,74.125.109.9,172.16.58.158,TCP,1462,443  >  50300 [ACK] Seq=196748 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]
166,1.434349,74.125.109.9,172.16.58.158,TCP,1462,"443  >  50300 [PSH, ACK] Seq=198156 Ack=2046 Win=69632 Len=1408 [TCP segment of a reassembled PDU]"
